setpoint,kp,ki,kd,mae,oscillations,overshoot_pct
5118.62265756883,0.009786238602397678,0.008903571245646951,0.002200985276899177,1733.5819188051928,3,0
4872.633918346548,0.010275114342359788,0.009242237483987822,0.0059356378780936634,1706.195028984486,4,0
4929.022667087038,0.011228259327398321,0.008109181055310182,0.004062208480415747,1442.5239516625513,3,0
4860.43018611455,0.011338931499908686,0.00854883789817757,0.006054633883346307,1321.6660050663359,4,0
4871.720288209258,0.008676660296800375,0.008098667646399044,0.00280597704997381,2183.810902360687,3,0
4957.526978208894,0.010680384639334085,0.008222292413293027,0.006081314896130447,1549.1712489343038,4,0
5134.340543608024,0.009386769302796609,0.008209422824875265,0.0038331178047651742,1185.8997318962486,4,0
4945.860962601023,0.0105900363049531,0.009615883802461117,0.00298774180709828,1648.7210088594238,3,0
4850.91458601324,0.008240599864783269,0.008826215844751455,0.005573897789633049,1271.385460090025,4,0
5131.189106265207,0.008235994470835123,0.009612138639882917,0.003987804227159044,1327.0002325269204,4,0
5070.302043968881,0.011850470554730836,0.009081529818124942,0.0028431296760421036,1881.6891823236294,3,0
4958.541499593865,0.008055938889019683,0.008443237949941552,0.002711209463815835,1109.9736440108156,3,0
5111.22975321413,0.01176669963386094,0.008884328930320448,0.0021825428476449564,1950.760115434196,3,0
5077.1844340604075,0.010347026003799237,0.008629965872964666,0.0023684420536261757,1346.1632136832527,3,0
4890.950616262234,0.011145356268388116,0.009154909612767735,0.004828322222190625,1297.4586015019972,4,0
4986.016805547554,0.011026310616179986,0.008165573458235247,0.0029928788102287157,1578.8156806896588,3,0
5035.334166821266,0.009742316033809748,0.009889907148397242,0.002580980909366188,1541.9307510438216,3,0
4962.494585765003,0.010759478103207014,0.008693563671169248,0.0027727171604881662,1326.0562562057098,3,0
5135.734685035622,0.00823050874130302,0.008860623605621865,0.006448589986101773,1564.208329856727,4,0
5079.661203716911,0.009385555176139756,0.008075292212568572,0.003990079754634091,1221.1891289936764,2,0
4905.534811312673,0.011497635754960584,0.009385764406187502,0.003994561945985267,1606.0994783313918,3,0
4933.915226923147,0.009516680840565703,0.009475950942847223,0.005102289007966085,1627.7651600578365,4,0
5124.768210026152,0.010859680114027373,0.009807830623650007,0.0069529676251628165,1513.4406738850842,4,0
4863.023358063365,0.008085616891532914,0.008994580594427697,0.0029146599655197145,2483.8113604502078,3,0
4914.177778003901,0.008361890860049624,0.00943675907734267,0.0026270715120556404,1105.9299981663205,3,0
5146.9911148214105,0.011750304283316568,0.008760582817254923,0.0036453284469667234,1348.936433852287,4,0
4889.824291521589,0.00924306392818311,0.009745147452158674,0.006369614572528846,1670.087482081031,4,0
